bhsa_node,ref,sentence,text_full,lxx,lxx_tm,esv,esv_TAM,esv_verse,niv,niv_TAM,niv_verse
233734,Isaiah 63:16,כִּ֤י אַבְרָהָם֙ לֹ֣א יְדָעָ֔נוּ ,יְדָעָ֔נוּ,ἔγνω,aorist indc,does know,PRES..IND,"For you are our Father , though Abraham does not know us , and Israel does not acknowledge us ; you , O Lord , are our Father , our Redeemer from of old is your name .",does know,PRES..IND,"But you are our Father , though Abraham does not know us or Israel acknowledge us ; you , O LORD , are our Father , our Redeemer from of old is your name ."
233769,Isaiah 63:19,הָיִ֗ינוּ מֵֽעֹולָם֙ ,הָיִ֗ינוּ,ἐγενόμεθα,aorist indc,We have become,PRES.PERF.IND,"We have become like those over whom you have never ruled , like those who are not called by your name .",We are,PRES..IND,"We are yours from of old ; but you have not ruled over them , they have not been called by your name ."
233776,Isaiah 63:19,לֹֽא־נִקְרָ֥א שִׁמְךָ֖ עֲלֵיהֶ֑ם ,נִקְרָ֥א,ἐπεκλήθη,aorist indc,are called,PRES..IND,"We have become like those over whom you have never ruled , like those who are not called by your name .",have been called,PRES.PERF.IND,"We are yours from of old ; but you have not ruled over them , they have not been called by your name ."
233926,Isaiah 64:9,צִיֹּון֙ מִדְבָּ֣ר הָיָ֔תָה יְרוּשָׁלִַ֖ם שְׁמָמָֽה׃ ,הָיָ֔תָה,ἐγενήθη,aorist indc,has become,PRES.PERF.IND,"Your holy cities have become a wilderness ; Zion has become a wilderness , Jerusalem a desolation .",is,PRES..IND,"Your sacred cities have become a desert ; even Zion is a desert , Jerusalem a desolation ."
234139,Isaiah 65:10,וְהָיָ֤ה הַשָּׁרֹון֙ לִנְוֵה־צֹ֔אן וְעֵ֥מֶק עָכֹ֖ור לְרֵ֣בֶץ בָּקָ֑ר לְעַמִּ֖י אֲשֶׁ֥ר דְּרָשֽׁוּנִי׃ ,דְּרָשֽׁוּנִי,ἐζήτησάν,aorist indc,have sought,PRES.PERF.IND,"Sharon shall become a pasture for flocks , and the Valley of Achor a place for herds to lie down , for my people who have sought me .",seek,PRES..IND,"Sharon will become a pasture for flocks , and the Valley of Achor a resting place for herds , for my people who seek me ."
234533,Isaiah 66:3,וּבְשִׁקּוּצֵיהֶ֖ם נַפְשָׁ֥ם חָפֵֽצָה׃ ,חָפֵֽצָה,ἠθέλησεν,aorist indc,delights,PRES..IND,"“ He who slaughters an ox is like one who kills a man ; he who sacrifices a lamb , like one who breaks a dog’s neck ; he who presents a grain offering , like one who offers pig’s blood ; he who makes a memorial offering of frankincense , like one who blesses an idol . These have chosen their own ways , and their soul delights in their abominations ;",delight,,"But whoever sacrifices a bull is like one who kills a man , and whoever offers a lamb , like one who breaks a dog’s neck ; whoever makes a grain offering is like one who presents pig’s blood , and whoever burns memorial incense , like one who worships an idol . They have chosen their own ways , and their souls delight in their abominations ;"
234609,Isaiah 66:7,וְהִמְלִ֥יטָה זָכָֽר׃ ,הִמְלִ֥יטָה,ἐξέφυγεν,aorist indc,she delivered,PAST..IND,“ Before she was in labor she gave birth ; before her pain came upon her she delivered a son .,she delivers,PRES..IND,"“ Before she goes into labour , she gives birth ; before the pains come upon her , she delivers a son ."
234631,Isaiah 66:8,כִּֽי־חָ֛לָה ,חָ֛לָה,ὤδινεν,aorist indc,was in labor,PAST..IND,Who has heard such a thing ? Who has seen such things ? Shall a land be born in one day ? Shall a nation be brought forth in one moment ? For as soon as Zion was in labor she brought forth her children .,is in labour,PRES..IND,Who has ever heard of such a thing ? Who has ever seen such things ? Can a country be born in a day or a nation be brought forth in a moment ? Yet no sooner is Zion in labour than she gives birth to her children .
234633,Isaiah 66:8,גַּם־יָלְדָ֥ה צִיֹּ֖ון אֶת־בָּנֶֽיהָ׃ ,יָלְדָ֥ה,ἔτεκεν,aorist indc,she brought forth,PAST..IND,Who has heard such a thing ? Who has seen such things ? Shall a land be born in one day ? Shall a nation be brought forth in one moment ? For as soon as Zion was in labor she brought forth her children .,she gives birth,PRES..IND,Who has ever heard of such a thing ? Who has ever seen such things ? Can a country be born in a day or a nation be brought forth in a moment ? Yet no sooner is Zion in labour than she gives birth to her children .
234651,Isaiah 66:9,אָמַ֥ר אֱלֹהָֽיִךְ׃ ס ,אָמַ֥ר,εἶπεν,aorist indc,says,PRES..IND,"Shall I bring to the point of birth and not cause to bring forth ? ” says the Lord ; “ shall I , who cause to bring forth , shut the womb ? ” says your God .",says,PRES..IND,Do I bring to the moment of birth and not give delivery ? ” says the LORD . “ Do I close up the womb when I bring to delivery ? ” says your God .
234902,Isaiah 66:20,אָמַ֣ר יְהוָ֑ה ,אָמַ֣ר,εἶπεν,aorist indc,says,PRES..IND,"And they shall bring all your brothers from all the nations as an offering to the Lord , on horses and in chariots and in litters and on mules and on dromedaries , to my holy mountain Jerusalem , says the Lord , just as the Israelites bring their grain offering in a clean vessel to the house of the Lord .",says,PRES..IND,"And they will bring all your brothers , from all the nations , to my holy mountain in Jerusalem as an offering to the LORD — on horses , in chariots and wagons , and on mules and camels , ” says the LORD . “ They will bring them , as the Israelites bring their grain offerings , to the temple of the LORD in ceremonially clean vessels ."
234927,Isaiah 66:21,אָמַ֥ר יְהוָֽה׃ ,אָמַ֥ר,εἶπεν,aorist indc,says,PRES..IND,"And some of them also I will take for priests and for Levites , says the Lord .",says,PRES..IND,"And I will select some of them also to be priests and Levites , ” says the LORD ."
234974,Isaiah 66:23,אָמַ֥ר יְהוָֽה׃ ,אָמַ֥ר,εἶπεν,aorist indc,declares,PRES..IND,"From new moon to new moon , and from Sabbath to Sabbath , all flesh shall come to worship before me , declares the Lord .",says,PRES..IND,"From one New Moon to another and from one Sabbath to another , all mankind will come and bow down before me , ” says the LORD ."
235378,Jeremiah 2:2,זָכַ֤רְתִּי לָךְ֙ חֶ֣סֶד נְעוּרַ֔יִךְ אַהֲבַ֖ת כְּלוּלֹתָ֑יִךְ לֶכְתֵּ֤ךְ אַחֲרַי֙ בַּמִּדְבָּ֔ר בְּאֶ֖רֶץ לֹ֥א זְרוּעָֽה׃ ,זָכַ֤רְתִּי,ἐμνήσθην,aorist indc,I remember,PRES..IND,"“ Go and proclaim in the hearing of Jerusalem , Thus says the Lord , “ I remember the devotion of your youth , your love as a bride , how you followed me in the wilderness , in a land not sown .",I remember,PRES..IND,"“ Go and proclaim in the hearing of Jerusalem : “ ‘ I remember the devotion of your youth , how as a bride you loved me and followed me through the desert , through a land not sown ."
235466,Jeremiah 2:6,אַיֵּ֣ה יְהוָ֔ה הַמַּעֲלֶ֥ה אֹתָ֖נוּ מֵאֶ֣רֶץ מִצְרָ֑יִם הַמֹּולִ֨יךְ אֹתָ֜נוּ בַּמִּדְבָּ֗ר בְּאֶ֨רֶץ עֲרָבָ֤ה וְשׁוּחָה֙ בְּאֶ֨רֶץ֙ צִיָּ֣ה וְצַלְמָ֔וֶת בְּאֶ֗רֶץ לֹֽא־עָ֤בַר בָּהּ֙ אִ֔ישׁ וְלֹֽא־יָשַׁ֥ב אָדָ֖ם שָֽׁם׃ ,עָ֤בַר,διώδευσεν,aorist indc,passes,PRES..IND,"They did not say , ‘ Where is the Lord who brought us up from the land of Egypt , who led us in the wilderness , in a land of deserts and pits , in a land of drought and deep darkness , in a land that none passes through , where no man dwells ? ’",travels,,"They did not ask , ‘ Where is the LORD , who brought us up out of Egypt and led us through the barren wilderness , through a land of deserts and rifts , a land of drought and darkness , a land where no-one travels and no-one lives ? ’"
235471,Jeremiah 2:6,אַיֵּ֣ה יְהוָ֔ה הַמַּעֲלֶ֥ה אֹתָ֖נוּ מֵאֶ֣רֶץ מִצְרָ֑יִם הַמֹּולִ֨יךְ אֹתָ֜נוּ בַּמִּדְבָּ֗ר בְּאֶ֨רֶץ עֲרָבָ֤ה וְשׁוּחָה֙ בְּאֶ֨רֶץ֙ צִיָּ֣ה וְצַלְמָ֔וֶת בְּאֶ֗רֶץ לֹֽא־עָ֤בַר בָּהּ֙ אִ֔ישׁ וְלֹֽא־יָשַׁ֥ב אָדָ֖ם שָֽׁם׃ ,יָשַׁ֥ב,κατῴκησεν,aorist indc,dwells,PRES..IND,"They did not say , ‘ Where is the Lord who brought us up from the land of Egypt , who led us in the wilderness , in a land of deserts and pits , in a land of drought and deep darkness , in a land that none passes through , where no man dwells ? ’",lives,PRES..IND,"They did not ask , ‘ Where is the LORD , who brought us up out of Egypt and led us through the barren wilderness , through a land of deserts and rifts , a land of drought and darkness , a land where no-one travels and no-one lives ? ’"
235623,Jeremiah 2:15,עָרָ֥יו נִצְּת֖וּ מִבְּלִ֥י יֹשֵֽׁב׃ ,נצתה,κατεσκάφησαν,aorist indc,are in ruins,PRES..IND,"The lions have roared against him ; they have roared loudly . They have made his land a waste ; his cities are in ruins , without inhabitant .",are burned,PRES..IND,Lions have roared ; they have growled at him . They have laid waste his land ; his towns are burned and deserted .
235754,Jeremiah 2:23,לֹ֣א נִטְמֵ֗אתִי ,נִטְמֵ֗אתִי,ἐμιάνθην,aorist indc,I am unclean,PRES..IND,"How can you say , ‘ I am not unclean , I have not gone after the Baals ’ ? Look at your way in the valley ; know what you have done — a restless young camel running here and there ,",I am defiled,PRES..IND,"“ How can you say , ‘ I am not defiled ; I have not run after the Baals’ ? See how you behaved in the valley ; consider what you have done . You are a swift she-camel running here and there ,"
235943,Jeremiah 2:34,גַּ֤ם בִּכְנָפַ֨יִךְ֙ נִמְצְא֔וּ דַּ֛ם נַפְשֹׁ֥ות אֶבְיֹונִ֖ים נְקִיִּ֑ים לֹֽא־בַמַּחְתֶּ֥רֶת מְצָאתִ֖ים ,נִמְצְא֔וּ,εὑρέθησαν,aorist indc,is found,PRES..IND,Also on your skirts is found the lifeblood of the guiltless poor ; you did not find them breaking in . Yet in spite of all these things,men find,PRES..IMPV,"On your clothes men find the lifeblood of the innocent poor , though you did not catch them breaking in . Yet in spite of all this"
236081,Jeremiah 3:3,וּמֵ֨צַח אִשָּׁ֤ה זֹונָה֙ הָ֣יָה לָ֔ךְ ,הָ֣יָה,ἐγένετό,aorist indc,have,PRES..IND,"Therefore the showers have been withheld , and the spring rain has not come ; yet you have the forehead of a whore ; you refuse to be ashamed .",have,PRES..IND,"Therefore the showers have been withheld , and no spring rains have fallen . Yet you have the brazen look of a prostitute ; you refuse to blush with shame ."
236083,Jeremiah 3:3,מֵאַ֖נְתְּ הִכָּלֵֽם׃ ,מֵאַ֖נְתְּ,ἀπηναισχύντησας,aorist indc,you refuse,PRES..IND,"Therefore the showers have been withheld , and the spring rain has not come ; yet you have the forehead of a whore ; you refuse to be ashamed .",you refuse,PRES..IND,"Therefore the showers have been withheld , and no spring rains have fallen . Yet you have the brazen look of a prostitute ; you refuse to blush with shame ."
236104,Jeremiah 3:5,הִנֵּ֥ה דִבַּ֛רְתְּ ,דברתי,ἐλάλησας,aorist indc,you have spoken,PRES.PERF.IND,"will he be angry forever , will he be indignant to the end ? ’ Behold , you have spoken , but you have done all the evil that you could . ”",you talk,PRES..IND,"will you always be angry ? Will your wrath continue forever ? ’ This is how you talk , but you do all the evil you can . ”"
236230,Jeremiah 3:11,צִדְּקָ֥ה נַפְשָׁ֖הּ מְשֻׁבָ֣ה יִשְׂרָאֵ֑ל מִבֹּגֵדָ֖ה יְהוּדָֽה׃ ,צִדְּקָ֥ה,ἐδικαίωσεν,aorist indc,has shown righteous,PRES.PERF.IND,"And the Lord said to me , “ Faithless Israel has shown herself more righteous than treacherous Judah .",is righteous,PRES..IND,"The LORD said to me , “ Faithless Israel is more righteous than unfaithful Judah ."
236461,Jeremiah 3:21,קֹ֚ול עַל־שְׁפָיִ֣ים נִשְׁמָ֔ע בְּכִ֥י תַחֲנוּנֵ֖י בְּנֵ֣י יִשְׂרָאֵ֑ל ,נִשְׁמָ֔ע,ἠκούσθη,aorist indc,is heard,PRES..IND,"A voice on the bare heights is heard , the weeping and pleading of Israel’s sons because they have perverted their way ; they have forgotten the Lord their God .",is heard,PRES..IND,"A cry is heard on the barren heights , the weeping and pleading of the people of Israel , because they have perverted their ways and have forgotten the LORD their God ."
